Source,Target,Type,Label
pro3M,werk3,Undirected,Semester 3
pro4M,sww,Undirected,Semester 4
pro4M,wkwkL,Undirected,Semester 4
pro5M,rtL,Undirected,Semester 5
pro5M,wueb,Undirected,Semester 5
pro5M,thd3,Undirected,Semester 5
pro5M,waem,Undirected,Semester 5
pro5M,veva,Undirected,Semester 5
pro6M,thd4,Undirected,Semester 6
pro6M,vmo,Undirected,Semester 6
pro6M,tamp,Undirected,Semester 6
